timestamp_sec,timestamp_nanosec,latitude,longitude,altitude,status_status,status_service,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1752046126,999926376,33.305424,126.314144,241.672,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001936,2
1752046127,124926343,33.305424,126.314142,241.676,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001936,2
1752046127,249926312,33.305424,126.31414,241.678,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046127,374926280,33.305425,126.314138,241.681,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046127,499926248,33.305425,126.314136,241.683,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046127,624926216,33.305426,126.314134,241.673,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046127,749926185,33.305426,126.314132,241.673,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046127,874926153,33.305427,126.31413,241.673,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046127,999926123,33.305427,126.314128,241.679,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046128,124926090,33.305428,126.314126,241.671,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046128,249926058,33.305429,126.314124,241.67,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046128,374926027,33.305429,126.314122,241.669,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046128,499925996,33.30543,126.31412,241.58,2,15,0.000225,0,0,0,0.000225,0,0,0,0.0016,2
1752046128,624925964,33.305431,126.314118,241.577,2,15,0.000196,0,0,0,0.000196,0,0,0,0.0009,2
1752046128,749925933,33.305431,126.314116,241.57,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046128,874925901,33.305432,126.314114,241.563,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046128,999925871,33.305433,126.314112,241.57,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046129,124925838,33.305434,126.31411,241.56,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046129,249925807,33.305435,126.314108,241.56,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046129,374925775,33.305435,126.314107,241.559,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046129,499925744,33.305436,126.314105,241.56,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046129,624925712,33.305437,126.314103,241.55,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046129,749925681,33.305438,126.314101,241.546,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046129,874925649,33.305439,126.314099,241.539,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046129,999925619,33.30544,126.314098,241.536,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,124925587,33.305441,126.314096,241.517,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,249925555,33.305441,126.314094,241.506,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,374925524,33.305442,126.314092,241.498,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,499925492,33.305443,126.31409,241.502,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,624925461,33.305444,126.314089,241.502,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,749925430,33.305445,126.314087,241.496,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,874925398,33.305446,126.314085,241.497,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046130,999925368,33.305447,126.314084,241.489,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,124925335,33.305448,126.314082,241.481,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,249925304,33.305449,126.31408,241.491,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,374925273,33.30545,126.314078,241.481,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,499925241,33.305451,126.314077,241.48,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,624925210,33.305452,126.314075,241.462,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,749925179,33.305453,126.314074,241.46,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,874925148,33.305454,126.314072,241.455,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046131,999925117,33.305455,126.31407,241.456,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,124925085,33.305456,126.314068,241.45,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,249925054,33.305457,126.314067,241.447,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,374925023,33.305458,126.314065,241.44,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,499924992,33.305459,126.314063,241.434,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,624924961,33.30546,126.314061,241.43,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,749924929,33.305461,126.31406,241.428,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,874924898,33.305462,126.314058,241.42,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046132,999924868,33.305463,126.314056,241.421,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,124924836,33.305464,126.314055,241.415,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,249924805,33.305465,126.314053,241.413,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,374924774,33.305466,126.314051,241.406,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,499924743,33.305467,126.31405,241.404,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,624924711,33.305468,126.314048,241.396,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,749924680,33.305469,126.314046,241.392,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,874924649,33.30547,126.314045,241.384,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046133,999924619,33.305472,126.314043,241.39,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046134,124924587,33.305473,126.314041,241.379,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046134,249924556,33.305474,126.31404,241.38,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046134,374924524,33.305475,126.314038,241.368,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046134,499924493,33.305476,126.314037,241.358,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046134,624924462,33.305477,126.314035,241.352,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046134,749924431,33.305478,126.314033,241.338,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046134,874924400,33.305479,126.314032,241.328,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046134,999924370,33.30548,126.31403,241.336,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046135,124924338,33.305481,126.314028,241.325,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046135,249924307,33.305483,126.314027,241.319,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046135,374924276,33.305484,126.314025,241.334,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046135,499924245,33.305485,126.314024,241.311,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046135,624924214,33.305486,126.314022,241.316,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046135,749924183,33.305487,126.314021,241.311,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046135,874924152,33.305489,126.314019,241.303,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046135,999924122,33.30549,126.314018,241.302,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046136,124924090,33.305491,126.314017,241.296,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046136,249924059,33.305493,126.314015,241.283,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046136,374924028,33.305494,126.314014,241.271,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046136,499923997,33.305496,126.314013,241.277,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046136,624923965,33.305497,126.314012,241.259,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046136,749923934,33.305498,126.31401,241.255,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046136,874923903,33.3055,126.314009,241.244,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046136,999923873,33.305501,126.314008,241.223,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046137,124923841,33.305502,126.314007,241.23,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046137,249923810,33.305504,126.314005,241.217,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046137,374923779,33.305505,126.314004,241.215,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000576,2
1752046137,499923748,33.305506,126.314003,241.193,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046137,624923717,33.305508,126.314002,241.167,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046137,749923686,33.305509,126.314,241.152,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046137,874923655,33.30551,126.313998,241.139,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046137,999923625,33.305511,126.313997,241.129,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046138,124923593,33.305512,126.313995,241.118,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046138,249923562,33.305513,126.313994,241.116,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046138,374923531,33.305515,126.313992,241.113,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046138,499923500,33.305516,126.313991,241.101,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046138,624923469,33.305517,126.313989,241.09,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046138,749923438,33.305518,126.313987,241.092,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046138,874923407,33.305519,126.313986,241.078,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046138,999923377,33.30552,126.313984,241.085,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046139,124923345,33.305521,126.313982,241.077,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046139,249923314,33.305522,126.31398,241.057,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046139,374923283,33.305523,126.313979,241.051,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046139,499923252,33.305524,126.313977,241.032,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046139,624923221,33.305524,126.313975,241.029,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046139,749923190,33.305525,126.313973,241.011,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046139,874923159,33.305526,126.313971,240.996,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046139,999923129,33.305526,126.313969,240.988,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,124923097,33.305527,126.313967,240.987,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,249923066,33.305527,126.313965,240.973,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,374923035,33.305528,126.313963,240.971,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,499923004,33.305528,126.313961,240.96,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,624922973,33.305529,126.313959,240.96,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,749922942,33.305529,126.313957,240.955,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,874922911,33.30553,126.313955,240.952,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046140,999922881,33.30553,126.313953,240.94,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,124922848,33.30553,126.313951,240.936,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,249922817,33.305531,126.313949,240.927,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,374922786,33.305531,126.313947,240.91,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,499922755,33.305531,126.313945,240.893,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,624922724,33.305531,126.313943,240.887,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,749922693,33.305532,126.313941,240.885,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,874922661,33.305532,126.313939,240.894,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046141,999922631,33.305532,126.313937,240.888,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,124922599,33.305532,126.313935,240.888,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,249922568,33.305531,126.313932,240.881,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,374922536,33.305531,126.31393,240.877,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,499922505,33.305531,126.313928,240.869,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,624922474,33.305531,126.313926,240.863,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,749922442,33.305531,126.313924,240.854,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,874922411,33.305531,126.313922,240.851,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046142,999922381,33.305531,126.31392,240.849,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,124922348,33.30553,126.313918,240.831,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,249922317,33.30553,126.313916,240.834,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,374922286,33.30553,126.313914,240.813,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,499922254,33.30553,126.313912,240.805,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,624922223,33.305529,126.31391,240.792,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,749922191,33.305529,126.313908,240.792,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,874922160,33.305528,126.313906,240.776,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046143,999922130,33.305528,126.313904,240.771,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046144,124922097,33.305528,126.313902,240.748,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000625,2
1752046144,249922066,33.305527,126.313899,240.753,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000676,2
1752046144,374922034,33.305527,126.313897,240.768,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046144,499922003,33.305527,126.313895,240.768,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046144,624921971,33.305526,126.313893,240.775,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
1752046144,749921939,33.305526,126.313891,240.773,2,15,0.000196,0,0,0,0.000196,0,0,0,0.000729,2
