timestamp_sec,timestamp_nanosec,latitude,longitude,altitude,status_status,status_service,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1752046114,249929627,33.305433,126.314333,241.723,2,15,0.000289,0,0,0,0.000289,0,0,0,0.002025,2
1752046114,374929595,33.305432,126.314331,241.723,2,15,0.000289,0,0,0,0.000289,0,0,0,0.002025,2
1752046114,499929563,33.305432,126.314329,241.724,2,15,0.000289,0,0,0,0.000289,0,0,0,0.002025,2
1752046114,624929531,33.305431,126.314327,241.722,2,15,0.000289,0,0,0,0.000289,0,0,0,0.002025,2
1752046114,749929499,33.305431,126.314325,241.725,2,15,0.000289,0,0,0,0.000289,0,0,0,0.002025,2
1752046114,874929467,33.30543,126.314323,241.727,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046114,999929436,33.30543,126.314321,241.725,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,124929403,33.305429,126.314319,241.729,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,249929371,33.305429,126.314318,241.727,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,374929340,33.305428,126.314316,241.731,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,499929308,33.305427,126.314314,241.731,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,624929276,33.305427,126.314312,241.732,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,749929244,33.305426,126.31431,241.731,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,874929213,33.305425,126.314308,241.732,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046115,999929182,33.305425,126.314306,241.731,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046116,124929149,33.305424,126.314304,241.731,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046116,249929117,33.305423,126.314302,241.73,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046116,374929085,33.305423,126.3143,241.731,2,15,0.000289,0,0,0,0.000289,0,0,0,0.001936,2
1752046116,499929053,33.305422,126.314298,241.725,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046116,624929022,33.305421,126.314296,241.725,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046116,749928990,33.305421,126.314294,241.724,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046116,874928958,33.30542,126.314292,241.72,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046116,999928927,33.30542,126.31429,241.718,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046117,124928894,33.305419,126.314288,241.722,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046117,249928862,33.305419,126.314286,241.715,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046117,374928831,33.305419,126.314284,241.72,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046117,499928799,33.305418,126.314282,241.718,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046117,624928767,33.305418,126.31428,241.719,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046117,749928735,33.305417,126.314278,241.723,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046117,874928703,33.305417,126.314276,241.721,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046117,999928672,33.305416,126.314274,241.723,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046118,124928639,33.305416,126.314272,241.717,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046118,249928608,33.305416,126.31427,241.71,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046118,374928576,33.305415,126.314268,241.711,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046118,499928544,33.305415,126.314266,241.716,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046118,624928512,33.305415,126.314264,241.724,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046118,749928480,33.305415,126.314262,241.727,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046118,874928448,33.305415,126.31426,241.73,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046118,999928418,33.305415,126.314258,241.735,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001849,2
1752046119,124928385,33.305415,126.314256,241.733,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046119,249928353,33.305414,126.314254,241.721,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046119,374928321,33.305414,126.314252,241.718,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001764,2
1752046119,499928289,33.305414,126.31425,241.709,2,15,0.000225,0,0,0,0.000225,0,0,0,0.001521,2
1752046119,624928258,33.305414,126.314247,241.712,2,15,0.000225,0,0,0,0.000225,0,0,0,0.001369,2
1752046119,749928226,33.305414,126.314245,241.719,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001369,2
1752046119,874928194,33.305414,126.314243,241.713,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001296,2
1752046119,999928163,33.305414,126.314241,241.725,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001296,2
1752046120,124928130,33.305414,126.314239,241.716,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001369,2
1752046120,249928098,33.305414,126.314237,241.718,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001369,2
1752046120,374928067,33.305414,126.314235,241.717,2,15,0.000256,0,0,0,0.000256,0,0,0,0.001444,2
1752046120,499928035,33.305414,126.314233,241.708,2,15,0.000289,0,0,0,0.000289,0,0,0,0.0016,2
1752046120,624928003,33.305414,126.314231,241.697,2,15,0.000324,0,0,0,0.000324,0,0,0,0.001681,2
1752046120,749927971,33.305414,126.314229,241.679,2,15,0.000324,0,0,0,0.000324,0,0,0,0.001849,2
1752046120,874927939,33.305414,126.314227,241.671,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001936,2
1752046120,999927908,33.305414,126.314225,241.665,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002025,2
1752046121,124927875,33.305414,126.314222,241.664,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002209,2
1752046121,249927843,33.305414,126.31422,241.658,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002401,2
1752046121,374927812,33.305414,126.314218,241.656,2,15,0.0004,0,0,0,0.0004,0,0,0,0.0025,2
1752046121,499927780,33.305415,126.314216,241.664,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002401,2
1752046121,624927748,33.305415,126.314214,241.67,2,15,0.000441,0,0,0,0.000441,0,0,0,0.0025,2
1752046121,749927716,33.305415,126.314212,241.677,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002601,2
1752046121,874927684,33.305415,126.31421,241.686,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002704,2
1752046121,999927654,33.305415,126.314208,241.699,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046122,124927621,33.305415,126.314206,241.692,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046122,249927589,33.305415,126.314204,241.703,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046122,374927557,33.305415,126.314202,241.7,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046122,499927525,33.305415,126.3142,241.706,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002401,2
1752046122,624927493,33.305416,126.314198,241.704,2,15,0.000441,0,0,0,0.000441,0,0,0,0.0025,2
1752046122,749927461,33.305416,126.314195,241.697,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002601,2
1752046122,874927429,33.305416,126.314193,241.704,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002704,2
1752046122,999927398,33.305416,126.314191,241.692,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046123,124927365,33.305416,126.314189,241.701,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046123,249927333,33.305417,126.314187,241.69,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046123,374927301,33.305417,126.314185,241.676,2,15,0.000441,0,0,0,0.000441,0,0,0,0.002809,2
1752046123,499927269,33.305417,126.314183,241.69,2,15,0.0004,0,0,0,0.0004,0,0,0,0.0025,2
1752046123,624927237,33.305418,126.314181,241.689,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002401,2
1752046123,749927205,33.305418,126.314179,241.675,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002304,2
1752046123,874927173,33.305418,126.314177,241.669,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002304,2
1752046123,999927142,33.305418,126.314175,241.663,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002209,2
1752046124,124927109,33.305418,126.314173,241.669,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002209,2
1752046124,249927077,33.305419,126.314171,241.659,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002209,2
1752046124,374927045,33.305419,126.314168,241.653,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002209,2
1752046124,499927013,33.305419,126.314166,241.661,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002209,2
1752046124,624926981,33.30542,126.314164,241.654,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002116,2
1752046124,749926949,33.30542,126.314164,241.653,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002116,2
1752046124,874926917,33.30542,126.314164,241.659,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002116,2
1752046124,999926886,33.30542,126.314164,241.658,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002116,2
1752046125,124926853,33.30542,126.314164,241.667,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002116,2
1752046125,249926821,33.30542,126.314164,241.663,2,15,0.000361,0,0,0,0.000361,0,0,0,0.002116,2
1752046125,374926789,33.30542,126.314164,241.66,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002116,2
1752046125,499926757,33.30542,126.314164,241.667,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001936,2
1752046125,624926725,33.30542,126.314164,241.658,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001936,2
1752046125,749926694,33.30542,126.314163,241.66,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001936,2
1752046125,874926662,33.30542,126.314162,241.668,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002025,2
1752046125,999926631,33.30542,126.31416,241.662,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002025,2
1752046126,124926598,33.305421,126.314158,241.657,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002116,2
1752046126,249926566,33.305421,126.314156,241.658,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002116,2
1752046126,374926534,33.305421,126.314154,241.656,2,15,0.0004,0,0,0,0.0004,0,0,0,0.002116,2
1752046126,499926502,33.305422,126.314152,241.657,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001936,2
1752046126,624926471,33.305422,126.31415,241.662,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001849,2
1752046126,749926439,33.305423,126.314148,241.663,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001849,2
1752046126,874926407,33.305423,126.314146,241.666,2,15,0.000361,0,0,0,0.000361,0,0,0,0.001849,2
